ID,label
1259,0
1260,1
1261,0
1265,0
1267,0
1269,0
1270,0
1273,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1283,0
1284,0
1285,0
1286,0
1287,1
1290,0
1294,1
1295,1
1296,0
1299,0
1301,0
1302,0
1303,0
1307,0
1308,0
1309,0
1310,1
1312,0
1314,0
1316,0
1317,1
1318,0
1319,0
1322,0
1323,0
1324,0
1326,0
1329,0
1331,0
1332,0
1334,0
1335,0
1337,0
1338,0
1339,0
1340,0
1343,0
1344,0
1345,0
1347,0
1348,0
1349,0
1350,0
1354,0
1355,0
1357,0
1359,0
1360,1
1361,0
1364,0
1365,0
1367,0
1369,0
1370,0
1372,1
1373,0
1374,0
1375,0
1377,0
1378,0
1379,1
1380,0
1382,0
1384,0
1385,0
1387,1
1388,0
1391,0
1392,0
1395,0
1397,0
1400,0
1403,0
1405,0
1406,0
1408,1
1411,1
1412,0
1413,0
1416,0
1417,0
1418,1
1420,0
1423,0
1424,0
1428,1
1429,0
1431,0
1433,1
1435,0
1437,0
1439,0
1440,0
1441,0
1442,0
1443,1
1445,1
1446,0
1447,0
1448,0
1449,0
1450,0
1451,1
1452,0
1454,0
1455,0
1456,1
1457,0
1459,0
1460,0
1461,0
1464,0
1466,0
1468,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1477,1
1478,0
1480,0
1482,1
1486,0
1487,1
1489,0
1490,1
1492,0
1494,1
1495,1
1497,0
1499,1
1500,0
1501,1
1504,0
1505,0
1506,0
1507,1
1508,0
1510,0
1511,1
1513,0
1514,0
1515,0
1516,1
1517,0
1518,0
1520,0
1521,0
1522,0
1526,0
1528,1
1529,0
1530,0
1531,0
1532,0
1534,0
1535,0
1538,0
1539,0
1543,0
1545,0
1546,0
1551,1
1552,1
1553,0
1556,0
1557,0
1558,0
1559,0
1560,0
1564,1
1565,0
1566,0
1567,0
1568,0
1571,0
1575,1
1576,0
1577,0
1579,0
1580,0
1581,1
1582,0
1583,1
1588,0
1589,0
1590,0
1592,0
1594,0
1595,1
1597,0
1598,0
1600,0
1602,0
1604,0
1605,0
1606,0
1607,0
1608,0
1610,0
1611,0
1612,0
1617,0
1619,0
1624,0
1625,0
1626,0
1627,1
1630,0
1631,0
1632,0
1633,0
1634,0
1636,0
1637,1
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1647,1
1648,0
1649,0
1650,0
1652,0
1653,0
1655,0
1656,0
1658,0
1659,0
1660,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1674,0
1677,0
1679,0
1680,0
1681,0
1682,0
1685,1
1686,1
1687,0
1688,0
1689,0
1691,0
1692,0
1695,0
1696,0
1697,0
1699,0
1701,0
1705,0
1706,1
1707,0
1709,0
1712,1
1715,0
1717,1
1718,0
1720,0
1721,1
1722,0
1723,0
1725,0
1726,0
1727,0
1728,0
1729,1
1730,0
1733,0
1734,0
1735,0
1736,0
1737,0
1739,1
1740,0
1741,0
1742,1
1743,0
1744,0
1747,0
1748,0
1750,0
1751,0
1752,0
1753,0
1754,1
1755,0
1756,0
1759,0
1760,0
1765,0
1766,0
1767,0
1768,0
1769,0
1771,0
1772,0
1773,1
1774,0
1775,0
1777,0
1778,1
1779,0
1780,0
1782,0
1785,0
1786,0
1787,0
1788,0
1790,0
1791,0
1792,0
1793,0
1794,1
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1802,1
1804,0
1805,0
1806,0
1807,0
1808,1
1810,1
1812,0
1814,0
1815,0
1820,0
1825,0
1826,0
1827,0
1828,0
1832,0
1837,0
1838,0
1839,0
1840,1
1843,0
1844,0
1845,0
1847,0
1848,0
1852,0
1853,0
1855,0
1859,0
1860,0
1864,0
1865,0
1867,0
1868,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,1
1884,0
1885,0
1886,0
1888,0
1889,0
1893,0
1895,0
1896,1
1898,1
1902,1
1903,0
1905,0
1906,0
1908,0
1909,1
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,1
1918,0
1919,0
1921,0
1922,0
1923,0
1924,0
1927,0
1929,0
1931,0
1933,0
1935,0
1936,0
1938,0
1943,0
1944,0
1946,0
1948,0
1950,0
1951,0
1952,1
1954,0
1955,0
1956,0
1957,0
1958,0
1960,1
1961,0
1963,0
1964,0
1965,0
1967,0
1968,1
1970,1
1971,0
1972,0
1975,0
1977,0
1979,0
1980,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1991,0
1992,0
1995,0
1998,0
2004,0
2005,0
2006,0
2007,0
2008,0
2010,1
2011,1
2012,1
2013,0
2014,0
2016,0
2017,1
2019,0
2021,1
2022,0
2024,0
2025,0
2031,0
2033,0
2034,1
2035,0
2036,0
2037,1
2040,0
2042,0
2043,0
2044,0
2046,0
2047,0
2048,0
2049,0
2050,0
2052,0
2053,0
2054,0
2056,0
2057,0
2058,0
2059,0
2060,1
2061,0
2062,1
2064,0
2066,0
2067,0
2068,0
2070,0
2074,1
2076,0
2079,0
2082,0
2084,1
2085,0
2086,0
2087,0
2089,0
2091,0
2093,0
2094,1
2095,0
2096,1
2098,1
2099,0
2100,0
2102,0
2103,0
2104,0
2108,0
2111,0
2112,0
2115,1
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2124,0
2125,0
2126,0
2128,0
2129,0
2130,0
2131,1
2135,0
2136,0
2139,0
2140,0
2141,0
2145,0
2146,0
2147,0
2149,0
2155,0
2156,0
2159,0
2160,0
2161,0
2162,1
2163,0
2165,0
2168,0
2170,0
2171,0
2172,0
2174,0
2175,0
2177,0
2178,1
2179,0
2180,0
2182,0
2183,0
2184,0
2185,0
2186,1
2188,1
2189,0
2191,0
2196,0
2197,0
2198,0
2199,0
2201,0
2202,0
2203,0
2205,1
2207,0
2209,0
2210,0
2213,1
2214,0
2217,1
2218,1
2220,1
2221,0
2222,0
2223,0
2225,0
2226,0
2228,0
2230,0
2232,0
2234,1
2236,0
2237,0
2238,0
2240,0
2244,0
2248,0
2249,0
2250,0
2251,0
2253,0
2255,1
2256,0
2258,0
2260,0
2263,0
2265,0
2267,0
2268,0
2271,0
2272,0
2273,0
2274,0
2275,1
2276,0
2278,0
2280,0
2282,0
2283,1
2287,0
2289,0
2291,0
2294,0
2295,0
2296,0
2297,1
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2307,0
2308,0
2309,0
2310,0
2313,0
2314,0
2316,0
2318,0
2319,0
2320,0
2321,1
2322,0
2323,0
2325,0
2326,0
2330,0
2334,0
2335,1
2336,0
2339,0
2340,0
2341,0
2345,0
2347,0
2348,1
2351,1
2352,1
2353,0
2354,0
2355,0
2357,0
2359,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2370,0
2372,0
2373,0
2374,0
2375,1
2376,0
2378,1
2379,0
2381,0
2383,0
2384,0
2386,0
2388,0
2389,0
2391,0
2393,0
2394,0
2395,0
2397,0
2398,0
2399,0
2402,0
2403,0
2404,0
2405,0
2407,1
2408,0
2418,0
2420,0
2423,0
2424,0
2428,0
2431,0
2432,0
2433,0
2437,0
2439,0
2440,0
2441,0
2442,1
2443,1
2444,0
2446,0
2454,0
2455,0
2457,1
2459,1
2461,0
2462,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,1
2470,0
2471,0
2473,1
2474,1
2475,0
2477,0
2478,1
2479,0
2480,0
2481,0
2482,0
2485,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2497,0
2499,0
2500,0
2502,0
2503,0
2504,0
2505,1
2506,0
2507,0
2508,0
2509,0
2511,0
2513,1
2514,1
2515,0
2517,0
2519,0
2520,0
2522,0
2524,0
2527,0
2531,0
2533,0
2535,0
2537,0
2540,0
2541,0
2543,0
2547,0
2549,0
2550,0
2555,0
2556,0
2558,0
2559,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2571,0
2572,1
2574,0
2575,0
2577,0
2579,0
2580,0
2583,0
2584,0
2586,0
2589,0
2591,1
2592,0
2595,0
2596,1
2598,0
2599,1
2601,0
2603,1
2605,0
2606,0
2607,0
2608,0
2609,1
2610,0
2613,0
2614,0
2615,1
2616,0
2617,0
2619,0
2622,0
2625,0
2626,0
2627,0
2628,0
2630,1
2631,0
2633,0
2635,0
2636,0
2640,0
2641,0
2643,0
2644,0
2651,0
2652,0
2654,0
2657,0
2659,1
2660,0
2665,0
2666,0
2669,1
2671,0
2672,0
2673,0
2676,0
2677,0
2678,0
2680,0
2683,0
2686,0
2687,0
2688,0
2689,0
2691,0
2693,1
2694,1
2695,0
2696,1
2697,0
2698,1
2700,0
2701,0
2702,0
2703,0
2705,1
2709,0
2710,0
2712,0
2715,0
2716,0
2717,0
2718,0
2720,0
2721,0
2722,1
2725,0
2726,0
2727,0
2728,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2740,0
2743,0
2746,1
2747,1
2749,0
2750,1
2751,0
2753,0
2754,0
2756,1
2757,0
2758,0
2760,0
2761,0
2763,0
2765,1
2766,0
2767,0
2771,0
2772,1
2773,0
2774,0
2777,1
2779,1
2780,0
2782,0
2786,0
2789,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2799,1
2800,0
2805,0
2806,0
2808,0
2809,0
2810,1
2811,0
2816,0
2817,0
2818,0
2821,0
2822,1
2824,1
2825,1
2827,0
2828,0
2829,0
2830,0
2832,0
2833,1
2834,0
2836,0
2838,0
2839,0
2840,0
2841,0
2842,0
2845,0
2846,0
2848,0
2849,0
2850,0
2851,0
2853,0
2854,0
2856,0
2858,0
2859,0
2860,0
2864,0
2865,0
2867,1
2868,0
2870,1
2872,0
2873,0
2874,0
2876,0
2879,0
2881,0
2884,0
2885,0
2886,0
2889,0
2893,0
2896,0
2897,0
2899,0
2900,0
2903,0
2904,0
2906,0
2907,0
2910,0
2911,0
2912,1
2915,0
2916,0
2920,0
2922,0
2923,0
2925,0
2926,0
2927,1
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2938,0
2939,0
2940,0
2941,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2955,0
2958,0
2959,0
2961,0
2962,0
2963,1
2965,0
2966,0
2967,0
2968,0
2970,0
2971,1
2972,0
2973,0
2974,0
2976,0
2978,0
2980,0
2982,0
2983,1
2984,0
2986,0
2987,0
2988,0
2991,0
2992,0
2993,0
2994,0
2995,0
2998,0
2999,0
3000,0
3001,0
3003,0
3004,1
3005,0
3006,0
3010,0
3011,0
3016,0
3019,0
3022,0
3024,0
3025,0
3029,0
3030,0
3032,0
3033,0
3035,0
3039,1
3040,0
3044,0
3047,0
3048,1
3052,0
3053,0
3055,0
3056,0
3058,1
3059,0
3060,0
3062,1
3064,0
3066,0
3067,0
3069,0
3070,0
3074,0
3075,0
3076,0
3077,0
3078,0
3081,0
3083,0
3084,1
3085,0
3087,1
3089,0
3090,0
3091,1
3092,0
3093,0
3095,0
3096,0
3099,0
3101,0
3103,0
3106,1
3107,0
3108,0
3109,0
3110,0
3111,0
3112,0
3113,0
3114,0
3115,0
3116,0
3117,0
3120,0
3121,0
3122,0
3123,0
3125,0
3127,0
3128,1
3129,0
3130,0
3131,0
3132,0
3133,0
3134,0
3136,0
3137,0
3138,0
3140,0
3141,0
3144,0
3145,0
3147,0
3148,0
3149,0
3150,0
3151,0
3152,1
3154,0
3155,0
3156,0
3157,0
3159,0
3160,0
3161,0
3163,0
3164,0
3166,0
3170,1
3171,0
3172,0
3173,0
3174,0
3176,0
3178,0
3179,0
3181,0
3183,1
3184,0
3185,0
3186,0
3188,0
3189,1
3190,0
3198,0
3200,0
3201,1
3208,0
3211,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3220,0
3221,0
3224,0
3226,0
3227,1
3232,0
3233,0
3234,0
3236,0
3238,0
3239,1
3240,0
3241,0
3242,0
3244,0
3250,0
3251,1
3252,0
3253,0
3255,1
3256,0
3260,0
3265,0
3267,1
3268,0
3270,0
3272,0
3273,0
3274,0
3275,0
3276,0
3278,1
3281,1
3284,0
3286,0
3287,1
3288,0
3290,0
3291,0
3292,0
3293,1
3295,0
3302,0
3303,0
3304,0
3309,0
3311,0
3312,0
3313,1
3317,0
3319,0
3320,0
3321,1
3322,0
3323,0
3330,0
3331,1
3332,0
3333,0
3335,0
3336,0
3341,0
3342,0
3344,0
3345,0
3346,0
3348,0
3349,1
3350,0
3351,0
3352,0
3353,0
3356,0
3358,0
3360,1
3362,1
3363,0
3364,0
3366,0
3368,0
3369,0
3370,0
3372,0
3373,1
3374,1
3375,1
3376,0
3379,0
3381,0
3387,1
3388,0
3390,0
3392,0
3393,0
3395,0
3396,0
3397,0
3399,0
3400,0
3401,0
3402,0
3404,0
3406,0
3408,0
3409,0
3410,0
3411,1
3412,0
3413,0
3414,1
3415,0
3416,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,0
3426,0
3428,0
3429,0
3430,0
3441,0
3443,0
3445,0
3446,0
3448,0
3449,0
3450,0
3451,1
3453,1
3455,0
3456,1
3457,0
3458,0
3459,0
3460,0
3461,0
3463,0
3464,0
3467,0
3469,0
3470,0
3473,0
3474,0
3475,0
3477,0
3478,0
3481,0
3482,0
3485,0
3486,0
3487,1
3489,0
3492,0
3494,0
3495,1
3498,1
3500,0
3501,0
3502,0
3503,0
3507,0
3508,0
3509,0
3513,0
3518,0
3522,1
3523,0
3524,0
3527,0
3528,0
3530,0
3531,0
3533,0
3534,1
3537,0
3539,0
3540,0
3542,0
3543,0
3544,1
3546,0
3548,0
3549,0
3551,0
3553,1
3554,1
3555,1
3556,0
3558,0
3560,1
3561,0
3562,0
3563,0
3567,0
3568,0
3569,0
3570,1
3572,0
3573,0
3576,1
3579,0
3580,1
3582,0
3583,0
3584,0
3585,0
3587,1
3591,0
3592,0
3593,0
3595,0
3596,1
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,1
3604,0
3605,1
3606,1
3607,0
3608,1
3609,0
3610,0
3612,1
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3622,0
3623,0
3624,0
3626,0
3629,0
3632,0
3633,1
3635,1
3636,1
3638,0
3639,0
3641,0
3642,0
3643,0
3645,0
3646,0
3647,0
3649,0
3651,0
3652,0
3653,0
3654,0
3656,0
3657,0
3659,1
3660,0
3663,0
3664,1
3665,0
3667,1
3669,0
3670,0
3671,0
3672,0
3673,0
3676,0
3678,1
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3686,0
3688,0
3689,0
3691,1
3692,0
3695,1
3696,1
3697,0
3701,0
3702,0
3703,0
3706,0
3709,0
3712,0
3713,0
3715,0
3716,0
3717,0
3718,0
3719,1
3721,0
3723,0
3726,0
3731,0
3733,0
3734,1
3735,0
3736,0
3737,1
3738,0
3740,0
3741,1
3742,0
3744,1
3745,0
3746,0
3747,0
3748,1
3749,0
3751,1
3753,0
3754,1
3756,0
3757,0
3758,0
3759,0
3763,0
3764,0
3766,0
3767,0
3769,0
3770,0
3771,0
3773,0
3774,0
3776,0
3781,0
3782,1
3783,0
3784,1
3786,0
3788,0
3792,0
3797,0
3799,1
3801,1
3802,0
3805,0
3806,0
3807,0
3809,1
3812,0
3813,1
3814,0
3815,0
3817,1
3818,0
3821,0
3823,1
3824,0
3826,0
3827,0
3828,0
3829,0
3831,1
3832,1
3833,0
3834,0
3835,0
3836,0
3837,0
3838,1
3840,0
3842,0
3843,0
3844,0
3845,1
3846,0
3848,0
3849,0
3852,1
3859,0
3860,1
3862,0
3864,1
3865,1
3866,0
3867,0
3868,1
3869,0
3870,0
3871,0
3872,0
3874,0
3879,0
3880,0
3884,0
3887,0
3888,0
3890,0
3892,0
3893,0
3894,0
3895,0
3897,0
3898,0
3900,0
3901,0
3902,0
3903,0
3904,0
3909,0
3910,0
3911,0
3912,1
3917,0
3918,0
3921,0
3923,0
3927,0
3928,0
3929,0
3930,1
3932,0
3934,1
3935,0
3936,0
3940,0
3942,0
3945,1
3946,0
3947,0
3950,0
3954,0
3956,0
3958,0
3959,1
3960,0
3961,0
3963,0
3964,0
3966,0
3967,0
3968,0
3969,0
3970,0
3973,0
3976,0
3980,1
3984,0
3985,0
3986,0
3987,0
3988,0
3989,0
3991,0
3992,0
3994,0
3999,0
4001,0
4002,0
4006,0
4007,0
4010,0
4011,0
4013,1
4016,1
4017,0
4018,0
4019,0
4020,1
4021,1
4023,0
4024,0
4025,0
4026,0
4027,0
4028,0
4030,0
4031,0
4032,0
4033,0
4037,1
4038,0
4039,0
4041,0
4042,0
4045,0
4047,0
4048,1
4049,0
4050,0
4051,0
4053,0
4054,0
4057,0
4059,0
4060,0
4061,0
4063,0
4064,1
4067,1
4068,0
4069,0
4070,1
4071,0
4072,1
4075,0
4079,0
4080,0
4082,0
4084,0
4085,1
4087,0
4088,0
4089,1
4090,0
4091,1
4092,0
4093,0
4094,0
4097,1
4101,1
4102,0
4103,0
4105,0
4106,0
4107,1
4109,0
4110,1
4111,1
4112,0
4113,0
4115,0
4116,0
4118,0
4121,0
4122,0
4125,0
4128,0
4131,0
4132,0
4134,0
4139,0
4141,0
4142,1
4144,0
4146,1
4147,1
4148,0
4149,0
4150,0
4152,1
4154,0
4155,0
4156,0
4157,0
4158,0
4160,0
4162,0
4164,0
4165,0
4168,0
4169,1
4174,0
4176,0
4180,1
4184,0
4186,0
4188,0
4190,0
4192,0
4193,0
4196,0
4197,1
4198,0
4199,0
4201,0
4204,0
4205,0
4206,0
4209,0
4210,0
4211,0
4212,0
4213,0
4214,0
4219,0
4222,0
4223,1
4225,0
4226,1
4227,0
4229,0
4230,0
4231,0
4234,0
4235,0
4241,0
4242,0
4243,0
4244,0
4245,0
4247,0
4250,1
4251,0
4252,0
4256,0
4257,0
4258,1
4259,0
4260,0
4261,0
4263,0
4264,0
4265,0
4266,0
4267,0
4268,0
4270,0
4271,0
4275,0
4276,0
4278,0
4279,0
4281,1
4282,0
4285,0
4287,1
4288,0
4290,1
4292,0
4293,0
4294,0
4295,0
4299,0
4302,0
4303,0
4304,0
4305,0
4307,0
4308,0
4311,0
4313,0
4314,0
4316,0
4318,0
4319,0
4320,0
4321,0
4324,0
4325,0
4326,0
4327,0
4329,0
4330,0
4332,0
4333,0
4336,0
4338,1
4340,0
4343,0
4344,0
4346,0
4347,0
4348,0
4349,0
4350,1
4351,0
4353,0
4354,0
4357,0
4360,0
4361,0
4363,1
4366,1
4368,0
4369,0
4372,0
4374,0
4376,1
4378,0
4379,0
4381,0
4382,0
4384,1
4385,0
4386,0
4392,0
4393,0
4394,0
4398,0
4399,0
4400,0
4401,0
4402,0
4403,0
4404,0
4407,0
4408,0
4409,0
4410,0
4414,0
4416,1
4417,0
4418,0
4419,0
4420,1
4421,0
4423,1
4429,0
4430,0
4431,1
4433,1
4437,0
4438,1
4439,0
4440,1
4441,0
4446,1
4447,0
4448,1
4449,0
4450,0
4451,0
4452,1
4453,0
4455,0
4456,0
4457,0
4458,0
4459,0
4463,0
4464,0
4466,0
4467,0
4468,0
4469,0
4471,0
4472,0
4473,0
4475,0
4476,1
4479,0
4480,0
4481,0
4483,0
4486,0
4491,0
4493,0
4495,0
4498,1
4500,1
4504,0
4507,0
4508,0
4509,0
4510,0
4511,0
4512,0
4514,0
4515,0
4521,0
4522,0
4523,0
4524,0
4527,0
4529,0
4530,0
4532,0
4536,1
4538,0
4539,0
4540,0
4541,0
4542,0
4544,0
4547,1
4548,0
4550,0
4551,0
4552,0
4553,0
4554,0
4555,0
4558,0
4559,0
4562,0
4565,0
4569,0
4570,1
4572,1
4575,1
4576,0
4577,0
4580,0
4581,0
4582,0
4583,0
4585,0
4590,0
4592,1
4593,0
4594,1
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,0
4604,0
4605,0
4609,0
4610,0
4611,0
4613,0
4614,0
4615,0
4617,0
4618,0
4620,0
4621,0
4622,0
4623,0
4624,0
4625,1
4626,0
4628,0
4630,1
4631,0
4633,0
4634,0
4635,0
4636,0
4638,0
4639,0
4640,0
4641,0
4642,1
4644,1
4645,0
4651,0
4652,0
4654,0
4655,1
4656,0
4657,1
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4667,0
4668,0
4670,0
4671,0
4673,0
4675,0
4676,0
4677,0
4678,0
4679,0
4681,0
4682,1
4684,0
4686,0
4687,0
4688,0
4690,0
4692,0
4693,1
4696,0
4697,1
4698,0
4699,0
4700,1
4703,0
4705,0
4707,1
4708,0
4710,1
4713,0
4714,0
4716,0
4717,1
4718,1
4719,0
4720,0
4724,0
4725,0
4726,0
4728,1
4730,1
4734,0
4735,0
4737,0
4739,0
4741,0
4742,0
4743,1
4744,0
4745,0
4747,0
4748,0
4749,0
4750,0
4751,0
4755,0
4757,1
4758,0
4759,0
4760,0
4761,0
4765,0
4768,0
4769,1
4770,0
4772,0
4776,0
4777,0
4778,0
4779,0
4782,0
4784,1
4787,0
4788,0
4790,0
4792,0
4793,1
4794,0
4795,0
4796,0
4797,0
4798,0
4801,0
4804,0
4805,0
4806,1
4807,0
4808,0
4809,0
4810,1
4812,0
4814,0
4816,1
4817,0
4818,1
4821,0
4822,0
4823,0
4825,0
4826,0
4828,0
4829,0
4830,0
